SiteCode,pExc,durExc,first.week,daysSuitable,cum.exp,IWV,AWV,MWV,VAR,RNG,IWI,AWA,MWA,AWM,MWM,AWI,Species,LifeHistory,Life.stage,Start,End,Thresh.hi,Thresh.lo,year
SUL,0,0,1900-01-01,82,1551.80804166667,0.000458029431216931,0.482548598582263,3.77327297594246,18.4998484419613,13.533125,-0.0517083333333333,5.38860364635365,12.5669345238095,6.16458537296037,13.4814166666667,4.55558814102564,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
BIU,0,0,1900-01-01,64,1509.41945833333,0.00108722999338624,0.291047980407613,1.24612837433862,12.2805875850415,11.8969166666667,0.00670833333333333,5.23261742424243,11.1010178571429,5.89026456876457,11.903625,4.53333347902098,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
CHA,0,0,1900-01-01,90,1610.54219746377,1.52117228835979e-05,0.700977118019735,4.58525478463955,24.8094454357879,14.7703333333333,-0.02125,5.599135930193,14.348125,6.42821037296037,14.7490833333333,4.6665700377521,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
WFC,0,0,1900-01-01,80,1470.49445833333,2.21858465608466e-06,0.546257848325286,3.14583549074074,19.2705523364357,13.0315,0.0348333333333333,5.11119923826174,12.4829285714286,5.88490428321678,13.0663333333333,4.27361217948718,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
HER,0,0,1900-01-01,96,1843.23799621212,6.10501818783069e-05,0.613909697919161,3.10350109780093,18.4307419655281,12.972,0.005125,6.37204373467442,12.5733928571429,7.28660947764357,12.977125,5.43182634032634,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
CAM,0,0,1900-01-01,97,1741.99327395382,0.000433631613756614,0.669824445724673,5.10439860978836,26.0318917469976,16.5774444444444,-1.91011111111111,6.15197720776653,14.1332261904762,7.05627357651246,14.6673333333333,5.13477893975341,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
LOO,0,0,1900-01-01,86,1607.70106060606,4.37748015873016e-07,0.495249997951116,3.53777103455688,18.1224678993398,13.0311666666667,0.003375,5.56652857937517,12.4542202380952,6.2963567095783,13.0345416666667,4.74882721445222,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
CHC,0,0,1900-01-01,58,1305.11518201754,4.75347222222222e-06,0.515711791424123,3.02831984716886,15.5768321325582,13.4810416666667,-1.74116666666667,4.55588306042395,11.22225,5.30348142142328,11.739875,3.70591607981221,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
LAK,0,0,1900-01-01,79,1347.14114673913,1.06183862433862e-06,0.612485496732528,3.50700045477844,21.1011769738725,13.6112083333333,-0.0235,4.70030187837525,12.8262202380952,5.48810504079254,13.5877083333333,3.86467958219317,Chinook,win_outmigrants,rearing,2009-04-15,2010-01-31,18,9,2009
MAR,0,0,1900-01-01,71,1624.40266304348,0,0.584104629771593,2.32875636574074,17.940062935665,13.6620833333333,-0.0125,5.62366211686864,12.9199404761905,6.53265442890443,13.6495833333333,4.68433914817067,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
STH,0,0,1900-01-01,120,2161.66376811594,0.00665320767195767,0.658099996268467,3.14204704034392,22.5147736403861,15.2433333333333,-0.0129166666666667,7.47283597742837,14.7366071428571,8.46480490523969,15.2304166666667,6.47354749417249,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
VAL,0,0,1900-01-01,120,2076.44179865424,0.0011219246031746,0.737823395835147,3.13619834656085,28.7616117954052,16.8254891304348,0.12625,7.20459378483835,16.1283436853002,8.20768388314584,16.9517391304348,6.21334498834499,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
SFS,0,0,1900-01-01,105,1848.59635869565,0,0.674055136014687,2.91142764550265,25.8771085903518,16.35875,0.0675,6.42735198678134,15.407380952381,7.36630681818182,16.42625,5.48483866676802,Chinook,win_outmigrants,rearing,2010-04-15,2011-01-31,18,9,2010
